roll|name|faction_id|faction_name|legend|type|description|id|,,,,,,,,,,,,
4|VEIL OF TEARS|AE|Aeldari|Sketching a gesture in the air, the Shadowseer snatches the image of the Harlequins from the minds of their foes," hiding them from sight.|Psychic Disciplines|<b>Malediction:</b> <i>Veil of Tears</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," models in that enemy unit cannot target <span class=""tooltip02019"" data-tooltip-content=""#tooltip_content02019"" data-tooltip-anchor=""#tooltip_content02019""><span class=""kwb2"">&lt;<span class=""kwb3"">S</span>AEDATH&gt;</span></span> units from your army that are more than 18"" away with ranged attacks.|000006717005|",,,,,,,,
5|SHARDS OF LIGHT|AE|Aeldari|Blades of polychrome energy dazzle the foe," inflicting horrific and disorientating psychosomatic wounds.|Psychic Disciplines|<b>Witchfire:</b> <i>Shards of Light</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>.<br><ul><li>That enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>. If it is a <span class=""kwb"">VEHICLE</span> or <span class=""kwb"">MONSTER</span> unit", or a unit that contains 6 or more models," it suffers D3 mortal wounds instead.</li><li>Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", subtract 2 from the Leadership characteristic of models in that enemy unit.</li></ul>|000006717006|,,,,,,,
6|WEBWAY DANCE (AURA)|AE|Aeldari|The veils between realspace and the webway grow thin, allowing the Harlequins to jink away from danger with quicksilver speed," only to reappear unharmed moments later.|Psychic Disciplines|<b>Blessing:</b> <i>Webway Dance</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," this <span class=""kwb"">PSYKER</span> gains the following ability:<br><br><span class=""redfont"">Webway Dance (Aura)</span><b>:</b> While a friendly <span class=""tooltip02019"" data-tooltip-content=""#tooltip_content02019"" data-tooltip-anchor=""#tooltip_content02019""><span class=""kwb2"">&lt;<span class=""kwb3"">S</span>AEDATH&gt;</span></span> unit is within 6"" of this <span class=""kwb"">PSYKER</span>", each time a model in that unit would lose a wound, roll one D6: on a 6, that wound is not lost.|000006717007|,,,,,
1|GAZE OF YNNEAD|AE|Aeldari|The psyker's eyes blaze with fire as they channel the power of Ynnead," the Whispering God.|Psychic Disciplines|<b>Witchfire:</b> <i>Gaze of Ynnead</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span> and roll one D6"," subtracting 2 from the result if that unit had a <a href=""/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units"">Starting Strength</a> of 1. On a 1 or less"," that unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>. On a 2-5", that unit suffers D3 mortal wounds. On a 6, that unit suffers D6 mortal wounds.|000006718002|,,,,,,
"2|STORM OF WHISPERS|AE|Aeldari|The psyker's voice joins with those of the dead to drive the foe utterly insane.|Psychic Disciplines|<b>Witchfire:</b> <i>Storm of Whispers</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," roll three D6 for each enemy unit within 9"" of this <span class=""kwb"">PSYKER</span>. For each 4+"," the enemy unit being rolled for suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.|000006718003|",,,,,,,,,,
"3|WORD OF THE PHOENIX|AE|Aeldari|The psyker calls upon the revenant energies of the mythical phoenix to restore the life force of fallen warriors.|Psychic Disciplines|<b>Blessing:</b> <i>Word of the Phoenix</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip01387"" data-tooltip-content=""#tooltip_content01387"" data-tooltip-anchor=""#tooltip_content01387""><span class=""kwb"">YNNARI</span> <span class=""kwb"">INFANTRY</span></span> unit (excluding <span class=""tooltip00119"" data-tooltip-content=""#tooltip_content00119"" data-tooltip-anchor=""#tooltip_content00119""><span class=""kwb"">WRAITH</span> <span class=""kwb"">CONSTRUCT</span></span> units) within 6"" of this <span class=""kwb"">PSYKER</span>. One of that unit’s destroyed models (or D3 of its destroyed models if that unit has the Troops <a href=""/wh40k9ed/the-rules/core-rules/#Battlefield-Role"">Battlefield Role</a>) can be added back to that unit with full wounds remaining. These models can only be set up within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of enemy units that are already within Engagement Range of the unit they are being added back to.|000006718004|",,,,,,,,,,,
4|UNBIND SOULS|AE|Aeldari|The psyker reaches out with their mind to weaken the bond between soul and body," debilitating the enemy.|Psychic Disciplines|<b>Malediction:</b> <i>Unbind Souls</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Each time a <span class=""tooltip00769"" data-tooltip-content=""#tooltip_content00769"" data-tooltip-anchor=""#tooltip_content00769""><span class=""kwb"">YNNARI</span></span> model from your army makes a melee attack that targets that enemy unit"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> of 6 automatically wounds the target.|000006718005|",,,,,,,,,
5|SHIELD OF YNNEAD|AE|Aeldari|The psyker manifests a shield of spiritual energy around their allies," sheltering the devotees of Ynnead.|Psychic Disciplines|<b>Blessing:</b> <i>Shield of Ynnead</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00769"" data-tooltip-content=""#tooltip_content00769"" data-tooltip-anchor=""#tooltip_content00769""><span class=""kwb"">YNNARI</span></span> unit (excluding <span class=""kwb"">TITANIC</span> units) within 12"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," models in that unit have a 4+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.|000006718006|",,,,,,,,,
6|ANCESTORS’ GRACE|AE|Aeldari|Drawing upon the greatness that is the genetic legacy of all Aeldari," the psyker bolsters their fellows.|Psychic Disciplines|<b>Blessing:</b> <i>Ancestors’ Grace</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00769"" data-tooltip-content=""#tooltip_content00769"" data-tooltip-anchor=""#tooltip_content00769""><span class=""kwb"">YNNARI</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a melee attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|000006718007|",,,,,,,,
1|MIASMA OF PESTILENCE|DG|Death Guard|As the psyker chants in a phlegm-choked drone," a dark cloud of filth and rot flies shrouds his allies from view.|Contagion Discipline|<b>Blessing:</b> <i>Miasma of Pestilence</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time an attack is made against that unit," subtract 1 from that attacks <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|000002328002|",,,,,,,,
2|GIFT OF CONTAGION|DG|Death Guard|With a gesture the psyker gathers a foul fog of contagion about his enemies, granting them a blessing from Grandfather Nurgle.|Contagion Discipline|<b>Malediction:</b> <i>Gift of Contagion</i> has a warp charge value of 5. If manifested," select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," subtract 1 from the Strength characteristic of models in that unit. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 8+", subtract 1 from the Strength and Attacks characteristics of models in that unit instead.|000002328003|,,,,,,,,
3|PLAGUE WIND|DG|Death Guard|The psyker belches forth a wind of plague that blows through his foes, choking them and leaving only diseased, maggot-bloated corpses in its wake.|Contagion Discipline|<b>Witchfire:</b> <i>Plague Wind</i> has a warp charge value of 6. If manifested," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Roll one D6 for each model in that unit. For each 6", that unit suffers 1 mortal wound. If the result of the Psychic test was 9+, that unit suffers 1 mortal wound for each 5+ instead.|000002328004|,,,,,,,
4|PUTRESCENT VITALITY|DG|Death Guard|Rancorous energies surge through Nurgle’s followers," bloating their distended bodies further with fresh infections and granting them new strength.|Contagion Discipline|<b>Blessing:</b> <i>Putrescent Vitality</i> has a warp charge value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00247"" data-tooltip-content=""#tooltip_content00247"" data-tooltip-anchor=""#tooltip_content00247""><span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> <span class=""kwb"">INFANTRY</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 1 to the Strength and Toughness characteristics of models in that unit.|000002328005|,,,,,,,,,
"5|CURSE OF THE LEPER|DG|Death Guard|The victims touched by this enervating curse find themselves weakened and drained of life within moments.|Contagion Discipline|<b>Witchfire:</b> <i>Curse of the Leper</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select the closest enemy unit that is within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Roll seven D6s: for each dice result that exceeds that enemy unit’s Toughness characteristic"," it suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.|000002328006|",,,,,,,,,,
6|GIFT OF PLAGUES|DG|Death Guard|Channelling Nurgle’s blessings and power," the psyker enhances the contagions bestowed on the Death Guard of his army.|Contagion Discipline|<b>Blessing:</b> <i>Gift of Plagues</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," add 6” to the range of any <span class=""tooltip00826"" data-tooltip-content=""#tooltip_content00826""><span class=""tt kwbu"">Contagion</span> <span class=""tt kwbu"">abilities</span></span> that unit has (to a maximum of 12"").|000002328007|",,,,,,,,,
1|SHROUDING|SM|Space Marines|The psyker uses his mastery of the warp to fog the minds of his enemies, clouding their senses so that his allies appear as nothing more than indistinct shadows.|Obscuration Discipline|<b>Blessing:</b> <i>Shrouding</i> has a warp charge value of 6. If manifested," select one friendly <span class=""tooltip00727"" data-tooltip-content=""#tooltip_content00727"" data-tooltip-anchor=""#tooltip_content00727""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> <span class=""kwb"">PHOBOS</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", unless that unit is the closest eligible target, enemy models cannot target that unit with ranged attacks.|000003379002|,,,,,,,,
2|SOUL SIGHT|SM|Space Marines|The psyker shares his warp-sight with his brethren, causing their eyes to glow with an ethereal light. So empowered, no foe can escape their omniscient gaze; the souls of their targets flare like flaming beacons in the dark.|Obscuration Discipline|<b>Blessing:</b> <i>Soul Sight</i> has a warp charge value of 6. If manifested," select one friendly <span class=""tooltip00727"" data-tooltip-content=""#tooltip_content00727"" data-tooltip-anchor=""#tooltip_content00727""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> <span class=""kwb"">PHOBOS</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a ranged attack," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> and the target does not receive the <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover"">benefits of cover</a> against that attack.|000003379003|",,,,,,,
3|MIND RAID|SM|Space Marines|The psyker peers into the mind of the foe, raiding their thoughts for secret codes, battle plans, the location of hidden forces and any other tactical information that might be useful. Such brute psychic interrogation doubtless inflicts severe cerebral trauma on its victim.|Obscuration Discipline|<b>Witchfire:</b> <i>Mind Raid</i> has a warp charge value of 6. If manifested," select one enemy model within 18"" of and visible to this <span class=""kwb"">PSYKER</span>.<br><ul><li>That model’s unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.</li><li>If that model is a <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a>", roll 3D6: if the result is equal to or greater than that model’s Leadership characteristic," you gain 1 <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a>.</li></ul>|000003379004|",,,,,,
