faction_id|faction_name|type|roll|name|legend|description|,,,,,,,,,,,,,
CSM|Chaos Space Marines|Word Bearers|6|HATE-FUELLED DEMAGOGUE|Raw vitriol and inspirational oratory spill from this warlord’s cracked lips," irrefutable rhetoric tinged with daemonic malice. His commands stoke the hatred in his minions’ hearts to incandescent levels.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""kwb"">WORD</span> <span class=""kwb"">BEARERS</span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase:<br><ul><li>If that unit is a <span class=""tooltip00623"" data-tooltip-content=""#tooltip_content00623"" data-tooltip-anchor=""#tooltip_content00623""><span class=""kwb"">CULTISTS</span></span> unit"," it gains the <span class=""tooltip01297"" data-tooltip-content=""#tooltip_content01297""><span class=""tt kwbu"">Let</span> <span class=""tt kwbu"">the</span> <span class=""tt kwbu"">Galaxy</span> <span class=""tt kwbu"">Burn</span></span> ability"," and models in that unit are considered to have the <span class=""tooltip01505"" data-tooltip-content=""#tooltip_content01505"" data-tooltip-anchor=""#tooltip_content01505""><span class=""kwb"">HERETIC</span> <span class=""kwb"">ASTARTES</span></span> keyword for the purposes of that ability.</li><li>Each time a model in that unit makes an attack"," if your army is engaged in either <span class=""tooltip00873"" data-tooltip-content=""#tooltip_content00873""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Destruction</span></span> or <span class=""tooltip00883"" data-tooltip-content=""#tooltip_content00883""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Massacre</span></span>"," that unit is considered to be engaged in <span class=""tooltip00884"" data-tooltip-content=""#tooltip_content00884""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Slaughter</span></span> for that attack instead.</li></ul>|",,,,,,,
CSM|Chaos Space Marines|Night Lords|1|NIGHT HAUNTER’S CURSE|Some Night Lords warlords share the same curse of foresight that plagued their Primarch.|Once per turn," you can change the result of a single <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance roll</a>"," <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>"," <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> or <a href=""/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> made for this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> to be a 6. This counts as an unmodified 6 for all rules purposes.|",,,,,,,,,,
CSM|Chaos Space Marines|Night Lords|2|ONE PIECE AT A TIME|This warlord prefers to toy with his prey, striking hard and fast then slipping through the foe’s lines to strike from another unexpected angle," his injured and terrified victims completely at his mercy.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> is selected to fight", after it has finished making its attacks, if any enemy models were destroyed by those attacks but their unit was not destroyed," select one of those enemy units. Until the end of the next <a href=""/wh40k9ed/the-rules/core-rules/#MORALE-PHASE"">Morale phase</a>"," subtract 1 from <a href=""/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests"">Combat Attrition tests</a> taken for that enemy unit.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes a <a href=""/wh40k9ed/the-rules/core-rules/#Consolidate"">consolidation move</a>", models in its unit can move in any direction, and can do so even if they are already touching an enemy model," provided each model finishes its move within 3"" of an enemy unit.</li></ul>|",,,,
CSM|Chaos Space Marines|Night Lords|3|MURDEROUS REPUTATION (AURA)|Even amongst a breed of murderers, this warlord has gained a notorious reputation for his mastery of the killing art," such that his mere presence erodes the stoutest heart and robs stalwart warriors of their willingness to fight.|While an enemy unit with the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability is within 6"" of this <span class=""kwb"">WARLORD</span>", it loses that ability.|,,,,,,,,,,
"CSM|Chaos Space Marines|Night Lords|4|KILLING FURY|This warlord launches himself into the heart of enemy lines to slake his thirst for butchery.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> is selected to fight"," if it made a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a>"," was charged or <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">performed a Heroic Intervention</a> this turn", until that fight is resolved," add D3 to the Attacks characteristic of this <span class=""kwb"">WARLORD</span>.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," it is considered to be engaged in <span class=""tooltip00884"" data-tooltip-content=""#tooltip_content00884""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Slaughter</span></span> for that attack", instead of any other wanton act it is engaged in.</li></ul>|,,,,,,,
"CSM|Chaos Space Marines|Night Lords|5|ONE WITH THE SHADOWS|So skilled at blending into darkness is this warlord that it is difficult to discern where his corporeal form ends and the shadows begin.|Each time an attack is made against this <span class=""kwb"">WARLORD</span>:<br><ul><li>Your opponent cannot re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>Subtract 1 from that attack’s hit roll.</li></ul>|",,,,,,,,,,,,,
CSM|Chaos Space Marines|Night Lords|6|DIRTY FIGHTER|To this warlord," the very notion of fighting fair is alien. He will use any dishonourable trick and underhand tactic there is to gain an advantage.|At the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," you can select one enemy unit within 3"" of this <span class=""kwb"">WARLORD</span>. That unit is not eligible to fight this phase until after all eligible units from your army have done so.|",,,,,,,,,,,
CSM|Chaos Space Marines|Alpha Legion|1|I AM ALPHARIUS|The Alpha Legion are experts in the art of deception," and none more so than this warlord.|<ul><li>After nominating this model to be your <span class=""kwb"">WARLORD</span>"," randomly determine one additional Warlord Trait for them (re-rolling duplicate results) from a Warlord Traits table of your choice that this model has access to.</li><li>If this <span class=""kwb"">WARLORD</span> is destroyed"," you can immediately select one other <span class=""tooltip01989"" data-tooltip-content=""#tooltip_content01989"" data-tooltip-anchor=""#tooltip_content01989""><span class=""kwb"">ALPHA</span> <span class=""kwb"">LEGION</span> <span class=""kwb"">CHARACTER</span></span> model from your army that does not have a Warlord Trait", and select a Warlord Trait for that model to gain (this must be a Warlord Trait no other model from your army has, it must be one that model can have, and it cannot be I Am Alpharius). Until the end of the battle," that model counts as your <span class=""kwb"">WARLORD</span> for all rules purposes. If any mission objective"," <a href=""/wh40k9ed/the-rules/matched-play/#Secondary-Objectives"">secondary objective</a> or <a href=""/wh40k9ed/the-rules/narrative-play/#Agendas"">Agenda</a> rules are triggered when your <span class=""kwb"">WARLORD</span> is destroyed"," those rules are not triggered until this new <span class=""kwb"">WARLORD</span> is destroyed.</li></ul>|",,,,
CSM|Chaos Space Marines|Alpha Legion|2|CLANDESTINE|This warlord blends in with his surroundings effortlessly," an esteemed agent of discord and anarchy with millennia of infiltration experience.|<ul><li>Each time an attack is made against this <span class=""kwb"">WARLORD</span>"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> of 1-3 for that attack fails"," irrespective of any abilities that the weapon or the model making the attack may have.</li><li>Each time an attack is allocated to this <span class=""kwb"">WARLORD</span> while it is receiving the <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover"">benefits of cover</a>"," add an additional 1 to any armour <a href=""/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> made against that attack.</li></ul>|",,,,,,,,,
CSM|Chaos Space Marines|Alpha Legion|3|HEADHUNTER|No target is safe in the sights of this warlord. Enemy commanders, rallying zealots and specialist officers alike fall to pinpoint headshots," sowing confusion amongst their fragmenting army.|Each time you select a target for an attack made with a ranged weapon by this <span class=""kwb"">WARLORD</span>"," if that weapon is a <a href=""/wh40k9ed/the-rules/core-rules/#RAPID-FIRE"">Rapid Fire</a> or <a href=""/wh40k9ed/the-rules/core-rules/#PISTOL"">Pistol</a> weapon:<br><ul><li>You can ignore the <a href=""/wh40k9ed/the-rules/core-rules/#Look-out-Sir"">Look Out"," Sir</a> rule.</li><li>You can re-roll that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li><li>On an unmodified wound roll of 6"," the target suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> in addition to any normal damage.</li></ul>|",,,,,,,,
CSM|Chaos Space Marines|Alpha Legion|4|MASTER OF DIVERSION|A venerated tactician, this warlord makes use of feints, false signals, holo-projectors and a host of strategic diversions in their battle plans.|After both sides have deployed, in the Resolve Pre-battle Abilities step of the mission you are playing," you can select up to three <span class=""kwb"">ALPHA</span> <span class=""kwb"">LEGION</span> units from your army that are <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> your deployment zone. Remove those units from the battlefield"," then set them up anywhere on the battlefield that is wholly within your deployment zone and more than 9"" away from any enemy models. If the mission uses the <a href=""/wh40k9ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a> rules"," any of those units can be placed into Strategic Reserves without having to spend any additional <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">CPs</a>", regardless of how many units are already in Strategic Reserves.|,,,,,
CSM|Chaos Space Marines|Alpha Legion|5|CULT LEADER|This warlord directs the local cults personally," having trained and honed their skills during countless undercover operations of rebellion and insurgency.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""tooltip00791"" data-tooltip-content=""#tooltip_content00791"" data-tooltip-anchor=""#tooltip_content00791""><span class=""kwb"">ALPHA</span> <span class=""kwb"">LEGION</span> <span class=""kwb"">CULTISTS</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase"," each time a model in that unit makes an attack:<br><ul><li>Add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>Improve the Armour Penetration characteristic of that attack by 1.</li></ul>|",,,,,,,,,,
CSM|Chaos Space Marines|Alpha Legion|6|COVERT CONTROL|This warlord has led innumerable covert actions in every imaginable war zone," always stealing their prize from under their opponents nose before they realise it.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""tooltip01500"" data-tooltip-content=""#tooltip_content01500"" data-tooltip-anchor=""#tooltip_content01500""><span class=""kwb"">ALPHA</span> <span class=""kwb"">LEGION</span> <span class=""kwb"">CORE</span></span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase:<br><ul><li>That unit can shoot while <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">performing an action</a> without that action failing.</li><li>That unit has the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability. If a model in that unit already has this ability"," that model counts as one additional model when determining control of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a>.</li></ul>|",,,,,,,,,,
CSM|Chaos Space Marines|Iron Warriors|1|SIEGE LORD|This warlord has perfected siege warfare over countless millennia in the most brutal war zones. He has studied the arcane learnings of heretek reductors, uncovered the structural analyses of xenos war masons and prised STC secrets from the ragged bionic fingers of dying techmagi," so that no means of sundering enemy defences are beyond him.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip01536"" data-tooltip-content=""#tooltip_content01536"" data-tooltip-anchor=""#tooltip_content01536""><span class=""kwb"">IRON</span> <span class=""kwb"">WARRIORS</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip01990"" data-tooltip-content=""#tooltip_content01990"" data-tooltip-anchor=""#tooltip_content01990""><span class=""kwb"">IRON</span> <span class=""kwb"">WARRIORS</span> <span class=""kwb"">VEHICLE</span></span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase"," each time a model in that unit makes an attack against an enemy <span class=""kwb"">VEHICLE</span> or <span class=""kwb"">BUILDING</span> unit", if that attack is made with a weapon with a Strength characteristic of 7 or more, add 1 to the Damage characteristic of that attack.|,,,,,,,
CSM|Chaos Space Marines|Iron Warriors|2|DAEMONSMITH|This warlord has an innate understanding of the relationship between the daemon and the machine," and will use this to its full potential on the battlefield.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip01539"" data-tooltip-content=""#tooltip_content01539"" data-tooltip-anchor=""#tooltip_content01539""><span class=""kwb"">IRON</span> <span class=""kwb"">WARRIORS</span> <span class=""kwb"">DAEMON</span> <span class=""kwb"">ENGINE</span></span>"," <span class=""tooltip01991"" data-tooltip-content=""#tooltip_content01991"" data-tooltip-anchor=""#tooltip_content01991""><span class=""kwb"">IRON</span> <span class=""kwb"">WARRIORS</span> <span class=""kwb"">CULT</span> <span class=""kwb2"">OF</span> <span class=""kwb"">DESTRUCTION</span></span> or <span class=""tooltip01538"" data-tooltip-content=""#tooltip_content01538"" data-tooltip-anchor=""#tooltip_content01538""><span class=""kwb"">IRON</span> <span class=""kwb"">WARRIORS</span> <span class=""kwb"">MACHINE</span> <span class=""kwb"">SPIRIT</span></span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase", each time a model in that unit makes an attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|",,,,,,,,
